# epoch,lat,lon,fix,sats,hdop,alt
1766765221.109,46.117838299999995,14.021992599999999,2,51,0.48,836.700
1766765222.104,46.1178384,14.0219935,2,51,0.48,836.792
1766765223.111,46.117839000000004,14.0219935,2,51,0.48,836.847
1766765224.104,46.1178385,14.0219936,2,51,0.48,836.703
1766765225.108,46.117838600000006,14.02199,2,51,0.48,836.888
1766765226.112,46.117841,14.021985500000001,2,51,0.48,836.784
1766765227.105,46.117844299999994,14.0219809,2,52,0.48,836.812
1766765228.106,46.1178465,14.0219711,2,52,0.48,836.771
1766765229.112,46.1178462,14.021963699999999,2,50,0.48,836.725
1766765230.111,46.11784720000001,14.021961600000001,2,51,0.48,836.844
1766765231.105,46.117847299999994,14.0219563,2,51,0.48,836.836
1766765232.103,46.117851,14.021957100000002,2,49,0.50,836.879
1766765233.109,46.117851900000005,14.0219559,2,49,0.50,836.925
1766765234.104,46.1178508,14.021962499999999,2,49,0.50,836.945
1766765235.107,46.1178497,14.021966899999999,2,50,0.48,836.956
1766765236.104,46.117851,14.021964199999998,2,50,0.48,836.957
1766765237.103,46.11785029999999,14.0219675,2,50,0.48,836.961
