1766772381.109,46.117835799999995,14.0219712
1766772382.105,46.1178337,14.021971
1766772383.100,46.117835,14.0219712
1766772384.107,46.1178342,14.0219694
1766772385.104,46.1178308,14.0219693
1766772386.102,46.1178336,14.021967299999998
1766772387.106,46.1178306,14.021969100000002
1766772388.105,46.1178324,14.0219678
1766772389.103,46.1178342,14.021966899999999
1766772390.106,46.117835799999995,14.0219651
1766772391.103,46.1178367,14.0219617
1766772392.104,46.117836100000005,14.021961800000001
1766772393.111,46.117838799999994,14.0219678
1766772394.098,46.1178379,14.021966100000002
1766772395.097,46.11783869999999,14.0219638
1766772396.100,46.117838299999995,14.021964700000002
1766772397.101,46.1178389,14.0219624
1766772398.106,46.117837800000004,14.021959299999999
1766772399.109,46.117834099999996,14.021958600000001
1766772400.105,46.117831300000006,14.0219577
1766772401.105,46.1178264,14.021955600000002
1766772402.100,46.117822499999996,14.021956799999998
1766772403.106,46.117819399999995,14.021953799999999
1766772404.103,46.117819700000005,14.0219475
1766772405.105,46.117821500000005,14.021947699999998
1766772406.105,46.117822700000005,14.0219467
1766772407.099,46.117824999999996,14.0219435
1766772408.102,46.117823699999995,14.0219427
1766772409.109,46.117828300000006,14.021942000000001
1766772410.098,46.11783139999999,14.0219409
1766772411.104,46.1178367,14.021939000000001
1766772412.100,46.11783690000001,14.0219391
